Title,CreationDate
"TensorFlow: How to measure how much GPU memory each tensor takes?","2016-03-31 10:56:52"
"TensorFlow crashes when fitting TensorForestEstimator","2017-07-26 16:30:21"
"small object detection with faster-RCNN in tensorflow-models","2017-08-02 05:45:44"
"How to use Keras TensorBoard callback for grid search","2017-08-02 08:00:58"
"Adding multiple layers to TensorFlow causes loss function to become Nan","2016-04-12 06:42:40"
"How to define weight decay for individual layers in TensorFlow?","2016-04-12 10:42:46"
"Tensorflow: How to get a tensor by name?","2016-04-14 01:56:13"
"Change default GPU in TensorFlow","2016-04-16 19:06:24"
"good practices to modify tensorflow sources","2017-06-19 08:53:53"
"Feeding data through an embedding wrapper in TensorFlow","2016-03-31 10:22:30"
"Tensorflow variable scope: reuse if variable exists","2016-07-23 18:52:32"
"tf.shape() get wrong shape in tensorflow","2016-05-07 06:47:17"
"How do I get started with SyntaxNet in Tensor Flow","2016-05-13 03:23:11"
"tensorflow cifar10_eval.py error:RuntimeError: Attempted to use a closed Session.RuntimeError: Attempted to use a closed Session","2016-06-01 12:42:21"
"TensorFlow estimator.predict() gives WARNING:tensorflow:Input graph does not contain a QueueRunner","2017-10-20 21:10:04"
"What does opt.apply_gradients() do in TensorFlow?","2016-06-20 11:48:45"
"How can I add an optional input to a graph in TensorFlow?","2016-06-20 13:55:18"
"No broadcasting for tf.matmul in TensorFlow","2016-06-27 10:06:24"
"Tensorflow minibatch training","2016-07-02 07:42:50"
"Using the Tensorflow profiler with tf.Estimator","2017-11-10 01:15:38"
"Tensorflow install fails with ""compiletime version 3.5 of module does not match runtime version 3.6""","2017-11-10 14:39:52"
"Is RNN initial state reset for subsequent mini-batches?","2016-07-18 16:18:38"
"Layer names for pretrained inception v3 model (tensorflow)","2016-03-02 07:06:12"
"Rank error in tf.nn.dynamic_rnn","2017-06-21 10:42:27"
"How to pick the last valid output values from tensorflow RNN","2016-03-07 04:02:34"
"tensorflow Mac OS gpu support","2017-06-25 08:50:10"
"TensorFlow: tf.layers vs low-level API","2017-07-06 14:06:46"
"Tensorflow `set_random_seed` not working","2016-03-19 00:23:20"
"Conversion of .pb file to .ckpt (tensorflow)","2017-08-03 18:11:00"
"Tensorflow: How to bucket my examples using the new Data API","2017-11-28 10:46:06"
"No module named 'tqdm'","2017-11-28 10:54:10"
"Limit Tensorflow CPU and Memory usage","2016-07-27 13:59:40"
"Tensorflow examples all fail due to AttributeError: 'module' object has no attribute 'datasets'","2016-05-13 09:36:55"
"How do I choose an optimizer for my tensorflow model?","2016-05-13 16:20:09"
"Using Tensorflow Huber loss in Keras","2017-12-15 22:10:26"
"How can I make my neural network emphasize that some data is more important than the rest?","2016-06-01 14:11:05"
"Where should I apply dropout to a convolutional layer?","2016-06-01 16:03:26"
"the usages of ksize in tf.nn.max_pool","2016-07-26 23:28:21"
"Is making multiple shards of your data with multiple threads minimize the training time?","2017-11-30 19:03:16"
"Estimator predict infinite loop","2017-12-17 15:57:05"
"Prevent TensorFlow from accessing the GPU?","2017-06-14 18:55:04"
"In Tensorflow, get the names of all the Tensors in a graph","2016-04-27 08:08:29"
"Same Tensorflow model giving different results on Android and Python","2017-08-30 13:29:14"
"What is TensorFlow Eager module for?","2017-08-30 18:56:40"
"Is there an easy way to get something like Keras model.summary in Tensorflow?","2017-10-04 08:27:54"
"How to correctly use the tf.layers.batch_normalization() in tensorflow?","2017-10-04 20:08:19"
"TensorFlow/TFLearn: ValueError: Cannot feed value of shape (64,) for Tensor u'target/Y:0', which has shape '(?, 10)'","2016-05-25 09:42:21"
"How to use tf.while_loop() in tensorflow","2016-05-25 15:09:35"
"Using a pre-trained word embedding (word2vec or Glove) in TensorFlow","2016-02-28 20:11:43"
"Tensorflow: Creating a graph in a class and running it ouside","2016-06-12 05:04:52"
"How to handle large amouts of data in tensorflow?","2017-10-18 23:02:51"
"Using inception v4 in retrain example","2017-10-19 12:18:25"
"What's the difference of name scope and a variable scope in tensorflow?","2016-03-10 14:19:55"
"How to index a list with a TensorFlow tensor?","2016-12-16 15:03:41"
"Tensorflow while loop : dealing with lists","2016-12-20 01:10:58"
"Computer restarts with large mini batches in TensorFlow","2016-12-20 07:41:31"
"Float16 slower than float32 in keras","2018-04-11 18:56:32"
"TensorFlow in_top_k evaluation input argumants","2016-03-18 09:18:02"
"How I reduce memory consumption in a loop in TensorFlow?","2016-03-24 06:28:53"
"How to understand sess.as_default() and sess.graph.as_default()?","2017-07-14 02:31:09"
"Does Tensorflow's QueueBase.enqueue_many preserve order across threads?","2016-03-30 21:18:58"
"How to use a linear activation function in TensorFlow?","2016-04-09 16:38:30"
"Differences between CV2 image processing and tf.image processing","2017-08-04 23:40:25"
"Does TensorBoard (TensorFlow) have the features to add labels for axes and legends on plots? If so, how?","2016-04-12 09:22:55"
"Tensorflow visualizer ""Tensorboard"" not working under Anaconda","2016-04-14 06:08:49"
"Flatten batch in tensorflow","2016-04-16 19:13:09"
"How to interpret TensorFlow output?","2016-04-25 11:04:17"
"How to plot a ROC curve with Tensorflow and scikit-learn?","2016-04-29 13:13:34"
"Can TensorFlow run with multiple CPUs (no GPUs)?","2017-08-31 15:56:19"
"CUDA_HOME path for Tensorflow","2017-09-05 22:58:28"
"LSTM Autoencoder","2017-06-20 08:03:19"
"Working with multiple graphs in TensorFlow","2016-03-12 07:50:29"
"Train Tensorflow Object Detection on own dataset","2017-07-07 14:22:50"
"Injecting pre-trained word2vec vectors into TensorFlow seq2seq","2016-04-02 07:51:40"
"Does tensorflow map_fn support taking more than one tensor?","2016-05-07 08:06:35"
"Understand Op Registration and Kernel Linking in TensorFlow","2016-05-31 14:37:29"
"Tensor is not an element of this graph","2017-11-04 21:47:12"
"Why the 6 in relu6?","2017-11-10 10:25:06"
"How to run Tensorflow Estimator on multiple GPUs with data parallelism","2017-11-10 13:22:03"
"How to change colors of function plots in Tensorboard?","2016-07-09 13:39:14"
"How to force PyCharm to evaluate tensorflow.contrib LazyLoader so it auto-completes?","2017-11-13 14:50:45"
"Can TensorFlow cache (sub-)graph computations?","2016-03-10 01:14:20"
"Relationship between tensorflow saver, exporter and save model","2017-07-20 07:49:38"
"Upsampling feature maps in TensorFlow","2016-04-11 11:36:45"
"Implementing im2col in TensorFlow","2017-08-07 18:56:42"
"Keras shows no Improvements to training speed with GPU (partial GPU usage?!)","2017-11-30 12:54:46"
"Regularization for LSTM in tensorflow","2016-06-01 14:26:24"
"How to merge not all summaries in tensorflow?","2017-10-09 22:30:47"
"'Library not loaded: @rpath/libcudart.7.5.dylib' TensorFlow Error on Mac","2016-08-02 01:12:01"
"Cannot create a tensor proto whose content is larger than 2GB","2017-11-29 02:22:11"
"Import OpenCV Mat into C++ Tensorflow without copying","2016-09-07 22:08:53"
"Install Cuda without root","2016-09-07 22:13:17"
"Configuring Tensorflow to use all CPU's","2016-09-08 15:42:34"
"reduce_sum by certain dimension","2016-02-28 04:49:53"
"Unbalanced data and weighted cross entropy","2017-06-15 06:51:27"
"Tensorflow: Load data in multiple threads on cpu","2017-11-30 08:34:45"
"Tensorflow : Memory leak even while closing Session?","2016-02-29 08:47:22"
"How to calculate AUC with tensorflow?","2016-09-11 10:56:57"
"Transfer learning with tf.estimator.Estimator framework","2017-12-18 11:40:56"
"How tf.gradients work in TensorFlow","2017-01-24 07:22:37"
"Anaconda install of Tensorflow missing 'audio_ops' from contrib framework","2017-08-30 05:15:09"
"How do I get TensorFlow's 'import_graph_def' to return Tensors","2016-05-10 18:29:03"
"How to get existing model to recognize additional classes?","2017-10-04 19:18:36"
"How to Have Multiple Softmax Outputs in Tensorflow?","2017-10-09 04:22:37"
"Unaggregated gradients / gradients per example in tensorflow","2016-03-01 19:16:22"
"What is the difference between [], [None], None and () for the shape of a placeholder?","2017-10-25 19:43:09"
"Tensorflow Object Detection API","2017-06-28 18:54:43"
"How does tf.train.batch create a batch","2016-12-19 07:32:46"
"TensorFlow: ""Attempting to use uninitialized value"" in variable initialization","2016-03-15 09:55:38"
"How do I pass an OpenCV Mat into a C++ Tensorflow graph?","2016-03-16 18:34:38"
"TensorFlow how do the new contrib.data.Dataset objects work?","2017-07-12 02:16:34"
"How to set Tensorflow dynamic_rnn, zero_state without a fixed batch_size?","2017-07-12 04:33:33"
"How do you write and retrieve TFRecord features that are lists?","2016-04-01 20:15:36"
"legacy_init_op in TensorFlow Serving","2017-08-05 11:43:40"
"Tensorflow save/restore batch norm","2017-08-21 15:30:05"
"Keras with TensorFlow backend not using GPU","2017-09-06 16:54:52"
"TensorFlow: Restoring variables from from multiple checkpoints","2016-03-01 21:29:49"
"Tensorflow The same training accuracy continues","2016-03-03 11:01:06"
"What is tf.bfloat16 ""truncated 16-bit floating point""?","2017-07-02 18:10:39"
"What are possible values for data_augmentation_options in the TensorFlow Object Detection pipeline configuration?","2017-07-04 12:42:38"
"Maximize tensorflow multi gpu performance","2016-03-16 22:12:17"
"How to save weights of training data from MNIST testing on tensorflow for future use?","2016-03-17 02:37:17"
"How to use tf.data's initializable iterators within a tf.estimator's input_fn?","2017-07-10 12:12:54"
"Is there a way of determining how much GPU memory is in use by TensorFlow?","2016-03-21 05:27:50"
"How to get weights format from TensorFlow .pb model?","2017-07-12 07:52:07"
"TensorFlow: libcudart.so.7.5: cannot open shared object file: No such file or directory","2016-03-22 15:54:18"
"tensorboard: command not found","2017-07-14 06:09:02"
"duplicate a tensorflow graph","2016-06-14 00:24:58"
"How can I implement max norm constraints in an MLP in tensorflow?","2016-06-14 02:01:51"
"How can I compute element-wise conditionals on batches in TensorFlow?","2016-06-19 21:46:07"
"Tensorflow understanding tf.train.shuffle_batch","2016-06-25 20:59:00"
"How can I convert TFRecords into numpy arrays?","2016-03-16 04:37:37"
"How does Tensorflow support Cuda streams?","2016-03-19 07:11:38"
"Regularization in TensorFlow using tf.contrib.layers.fully_connected","2016-07-23 19:20:37"
"MInimum working example tensorflow serving client","2017-08-03 15:41:47"
"Why is it possible to have low loss, but also very low accuracy, in a convolutional neural network?","2016-08-02 19:25:16"
"TensorFlow: getting variable by name","2016-02-28 04:57:43"
"Adding an extra hidden layer using Google's TensorFlow","2016-09-09 14:35:54"
"Using custom beam scorer in TensorFlow CTC (language model)","2016-06-21 14:45:02"
"Adding regularizer to an existing layer of a trained model without resetting weights?","2018-01-18 20:54:33"
"Working with variable-length text in Tensorflow","2016-07-27 17:23:41"
"How to input a list of lists with different sizes in tf.data.Dataset","2017-11-30 18:55:38"
"TensorFlow: Does it only have SGD algorithms? or does it also have others like LBFGS","2016-07-27 20:00:28"
"Use shared GPU memory with TensorFlow?","2017-12-17 22:05:57"
"Tensorboard logging non-tensor (numpy) information (AUC)","2016-06-27 17:43:25"
"What is the purpose of the tf.contrib module in Tensorflow?","2016-06-27 18:30:12"
"keras tensorboard: plot train and validation scalars in a same figure","2017-12-18 22:39:35"
"Why tensorflow uses channel-last ordering instead of row-major?","2017-06-27 07:10:32"
"Why do jobs in slurm freeze indefinitely when they are TensorFlow scripts?","2016-08-02 17:55:08"
"Hyperparameter Tuning of Tensorflow Model","2017-06-28 12:48:35"
"TensorFlow InternalError: Unable to get element as bytes","2018-03-26 20:59:27"
"What is SYCL 1.2?","2017-01-24 14:51:16"
"How to assign values to a subset of a tensor in tensorflow?","2016-10-27 23:23:24"
"Why I need a password to get access to the jupyter notebook when I use docker machine?","2016-12-10 19:54:42"
"Tensorflow error ""shape Tensorshape() must have rank 1""","2016-02-27 18:42:50"
"Tensorflow, Variable W3 already exists, disallowed","2017-08-30 02:37:42"
"Installing tensorflow on Pycharm (Mac)","2016-05-03 07:19:01"
"Tensorflow slicing","2017-10-04 11:55:53"
"How do I know if tensorflow using cuda and cudnn or not?","2017-06-20 21:39:39"
"How to get loss function history using tf.contrib.opt.ScipyOptimizerInterface","2017-06-21 19:58:00"
"Tensorflow dense gradient explanation?","2016-03-09 13:03:35"
"Adding a preprocessing layer to keras model and setting tensor values","2017-06-29 21:24:47"
"Building a mutlivariate, multi-task LSTM with Keras","2017-10-26 07:07:32"
"Tensorflow CPU RAM allocation","2018-04-10 12:33:23"
"How to see C++ function invocations behind the SWIG interface, TensorFlow","2016-12-18 16:19:50"
"Replacing tf.placeholder and feed_dict with tf.data API","2018-04-10 20:24:46"
"How to perform tf.image.per_image_standardization on a batch of images in tensorflow","2017-06-13 16:17:30"
"libcublas.so.8.0 error with tensorflow","2017-07-01 20:42:48"
"How to treat numbers inside text strings when vectorizing words?","2017-07-01 22:16:00"
"What does tf.global_variables_initializer() do under the hood?","2017-07-12 03:33:12"
"Processing time gets longer and longer after each iteration (TensorFlow)","2016-03-26 01:21:00"
"Predicting the next word using the LSTM ptb model tensorflow example","2016-03-29 14:00:24"
"Tensorflow Object detection API: Print detected class as output to terminal","2017-07-24 14:20:36"
"Does tensorflow use automatic or symbolic gradients?","2016-04-02 06:46:33"
"The loss function decreases, but accuracy on train set does not change in tensorflow","2017-08-05 10:48:04"
"Example of tensorflow.contrib.learn.ExportStrategy","2017-06-14 03:53:53"
"How to do a column sum in Tensorflow?","2016-02-28 23:34:15"
"Using TensorFlow through Jupyter (Python 3)","2016-03-03 11:44:03"
"How to understand tf.get_collection() in TensorFlow","2017-06-22 06:08:31"
"How can I add labels to TensorBoard Images?","2016-03-15 15:13:44"
"How to select rows from a 3-D Tensor in TensorFlow?","2016-03-18 15:27:58"
"Gradient Descent vs Adagrad vs Momentum in TensorFlow","2016-03-22 18:16:38"
"Tensorflow: How to Display Custom Images in Tensorboard (e.g. Matplotlib Plots)","2016-07-23 16:15:43"
"Tensorflow: What does tf.nn.separable_conv2d do?","2016-05-07 18:12:42"
"TensorFlow - Low GPU usage on Titan X","2016-05-30 21:31:04"
"Tensorflow: Writing an Op in Python","2016-06-20 13:39:53"
"How to count total number of trainable parameters in a tensorflow model?","2016-07-02 13:55:11"
"Tensorflow. Nonlinear regression","2017-06-23 12:47:14"
"Keras + TensorFlow Realtime training chart","2017-06-25 12:47:10"
"How to train a RNN with LSTM cells for time series prediction","2016-03-12 17:49:07"
"Tensorflow: Print contents of a tensor in C++","2017-07-15 05:56:14"
"Removing then Inserting a New Middle Layer in a Keras Model","2017-07-25 14:34:58"
"Tensor Flow: Ran out of memory trying to allocate","2016-04-03 20:28:26"
"TensorBoard: How to plot histogram for gradients?","2016-04-04 00:29:49"
"How to apply gradient clipping in TensorFlow?","2016-04-08 11:09:55"
"Tensorflow: Can't understand ctc_beam_search_decoder() output sequence","2017-08-03 11:24:55"
"How to control memory while using Keras with tensorflow backend?","2016-04-11 11:51:43"
"Nested Bazel Projects","2016-06-02 01:26:01"
"How can I use 100% of VRAM on a secondary GPU from a single process on windows 10?","2017-12-17 12:40:55"
"tensorflow store training data on GPU memory","2016-06-02 15:37:35"
"How to accumulate gradients in tensorflow?","2017-10-16 14:26:39"
"Epoch counter with TensorFlow Dataset API","2017-11-21 10:27:47"
"Training quantized models in TensorFlow","2017-11-06 02:32:20"
"Are there any examples of anomaly detection algorithms implemented with TensorFlow?","2016-08-02 16:25:48"
"Segmentation fault (core dumped) on tf.Session()","2018-05-15 10:25:14"
"SGD with momentum in tensorflow","2016-10-28 04:02:54"
"'Sequential' object has no attribute '_is_graph_network' when exporting Keras model to TensorFlow","2018-04-12 16:42:12"
"Keras TimeDistributed Not Masking CNN Model","2018-04-30 05:49:09"
"How does Tensorflow do quantization and dequantization?","2017-01-10 08:21:39"
"Extract patches from 3D Matrix","2017-01-11 08:12:40"
"Update only part of the word embedding matrix in Tensorflow","2016-03-04 18:26:53"
"TensorFlow: Is there a way to measure FLOPS for a model?","2017-07-13 16:05:46"
"What is the advantage of using an InputLayer (or an Input) in a Keras model with Tensorflow tensors?","2017-07-20 14:43:10"
"Using Tensorflow's Connectionist Temporal Classification (CTC) implementation","2016-06-27 16:49:27"
"how to store numpy arrays as tfrecord?","2017-12-18 01:31:14"
"How to transform vector into unit vector in Tensorflow","2016-06-27 18:45:21"
"Parallel threads with TensorFlow Dataset API and flat_map","2017-11-21 10:56:57"
"Use Tensorflow and pre-trained FastText to get embeddings of unseen words","2017-10-30 19:08:55"
"Make a Dockerfile that compiles a Tensorflow binary to use: SSE4.1, SSE4.2 and AVX instructions","2018-01-29 15:44:25"
"NaN results in tensorflow Neural Network","2016-09-27 00:36:47"
"Does TensorFlow have cross validation implemented for its users?","2016-07-02 21:54:35"
"How to locally view tensorboard of remote server","2016-07-19 17:08:00"
"Tensorflow Object Detection API has slow inference time with tensorflow serving","2017-12-19 23:23:35"
"Zero initialiser for biases using get_variable in tensorflow","2017-01-24 06:34:08"
"tf.reduce_sum on GPU fails in combination with placeholder as input shape","2018-03-27 18:49:52"
"Split image tensor into small patches","2017-01-10 08:28:30"
"How to run Keras on multiple cores?","2017-01-11 10:29:30"
"Low GPU usage by Keras / Tensorflow?","2017-06-15 09:09:51"
"How to convert a list of tensors of dim N to a tensor of dim N+1","2016-03-01 18:05:25"
"How do you load, label, and feed jpeg data into Tensorflow?","2016-03-18 02:53:58"
"What's difference between tf.sub and just minus operation in tensorflow?","2016-03-20 06:22:36"
"ctc_loss error ""No valid path found.""","2017-07-16 15:18:45"
"what does arg_scope actually do?","2017-07-21 00:01:41"
"How to optimize for inference a simple, saved TensorFlow 1.0.1 graph?","2017-07-28 21:51:32"
"what exactly does 'tf.contrib.rnn.DropoutWrapper'' in tensorflow do? ( three citical questions)","2017-08-04 12:50:23"
"Tensorflow on Docker: How to save the work on Jupyter notebook?","2016-04-20 23:18:20"
"TensorFlow: simple recurrent neural network","2016-04-25 01:11:03"
"what is Device interconnect StreamExecutor with strength 1 edge matrix","2018-09-05 19:48:49"
"In Tensorflow, what is the difference between sampled_softmax_loss and softmax_cross_entropy_with_logits","2016-02-06 12:54:40"
"How to use ""FLAGS"" (command line switches) in TensorFlow?","2016-02-06 13:54:45"
"Recurrent Neural Network (RNN) - Forget Layer, and TensorFlow","2017-05-24 10:40:45"
"What's the difference between Tensor and Variable in Tensorflow","2017-05-24 19:38:56"
"Returning 3 images from data generator","2018-09-07 09:31:16"
"How flatten layer works in keras?","2017-05-25 09:29:07"
"TensorFlow for binary classification","2016-02-08 19:40:36"
"TensorFlow: Performing this loss computation","2016-02-10 20:41:24"
"List of tensor names in graph in Tensorflow","2016-02-11 10:24:57"
"How to display the average of multiple runs on tensorboard","2017-03-28 11:20:34"
"How to disable GPU in keras with tensorflow?","2017-03-28 13:12:40"
